"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ENA4XA6Y","journalArticle","2025","Darraz, Nossayba; Karabila, Ikram; El-Ansari, Anas; Alami, Nabil; El Mallahi, Mostafa","Integrated sentiment analysis with BERT for enhanced hybrid recommendation systems","Expert Systems with Applications","","09574174","10.1016/j.eswa.2024.125533","https://linkinghub.elsevier.com/retrieve/pii/S095741742402400X","Recommendation systems play a crucial role in assisting users by providing personalized suggestions based on their preferences. However, these systems often face challenges such as data sparsity, cold start user issues, and overlooking the critical aspect of user sentiment. To address these limitations, this study integrates sentiment analysis into recommendation systems using a dataset from Yelp, focusing on two domains: restaurants and hotels. We conduct preprocessing tasks to facilitate sentiment analysis and leverage the power of BERT, achieving an accuracy rate of 90% for the restaurant domain and 87% for the hotel domain. We then incorporate the sentiment analysis component into collaborative filtering, utilizing model-based deep matrix factorization, and significantly reduce the root mean square error (RMSE) to 0.1 for the restaurant domain and 0.1186 for the hotel domain. Additionally, we integrate sentiment analysis into content-based recommendation using clustering, resulting in improved recommendations with a higher silhouette score of 0.533 for the restaurant domain and 0.42 for the hotel domain. To further enhance system performance, we propose a novel approach that combines these sentiment-aware components using NMF with DecisionTreeRegressor, achieving an even lower RMSE of 0.02 for the restaurant domain and 0.01 for the hotel domain. This integration of sentiment analysis into the recommendation system demonstrates its effectiveness in improving accuracy and personalization, providing users with more meaningful and relevant recommendations based on their sentiments. However, challenges such as data sparsity, cold start problems for new users, and other limitations remain, warranting further research to mitigate these challenges for a more robust recommendation system.","2025-02","2025-10-16 00:45:50","2025-10-16 00:45:50","2025-10-16 00:45:50","125533","","","261","","Expert Systems with Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\V5X26WJC\Darraz et al. - 2025 - Integrated sentiment analysis with BERT for enhanced hybrid recommendation systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBMEES49","journalArticle","2020","Mengist, Wondimagegn; Soromessa, Teshome; Legese, Gudina","Method for conducting systematic literature review and meta-analysis for environmental science research","MethodsX","","22150161","10.1016/j.mex.2019.100777","https://linkinghub.elsevier.com/retrieve/pii/S221501611930353X","","2020","2025-10-16 10:12:34","2025-10-16 10:12:34","2025-10-16 10:12:34","100777","","","7","","MethodsX","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\D7UTYWXH\Mengist et al. - 2020 - Method for conducting systematic literature review and meta-analysis for environmental science resea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3KNXVPA","journalArticle","2022","Morelli, Matteo; Casagrande, Maria; Forte, Giuseppe","Decision Making: a Theoretical Review","Integrative Psychological and Behavioral Science","","1932-4502, 1936-3567","10.1007/s12124-021-09669-x","https://link.springer.com/10.1007/s12124-021-09669-x","","2022-09","2025-11-12 15:02:41","2025-11-12 15:02:41","2025-11-12 15:02:41","609-629","","3","56","","Integr. psych. behav.","Decision Making","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9LIXHE8","journalArticle","2023","Graf, Benedikt; Antoni, Conny H.","Drowning in the flood of information: a meta-analysis on the relation between information overload, behaviour, experience, and health and moderating factors","European Journal of Work and Organizational Psychology","","1359-432X, 1464-0643","10.1080/1359432X.2022.2118051","https://www.tandfonline.com/doi/full/10.1080/1359432X.2022.2118051","","2023-03-04","2025-11-12 15:13:43","2025-11-12 15:13:43","2025-11-12 15:13:43","173-198","","2","32","","European Journal of Work and Organizational Psychology","Drowning in the flood of information","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZH4DY6S3","journalArticle","2024","Chen, Yi-Cheng; Lee, Wang-Chien","An Evolving Preference-Based Recommendation System","IEEE Transactions on Emerging Topics in Computational Intelligence","","2471-285X","10.1109/TETCI.2023.3343998","https://ieeexplore.ieee.org/document/10376158/","","2024-04","2025-11-12 15:19:03","2025-11-12 15:19:03","2025-11-12 15:19:03","1118-1124","","2","8","","IEEE Trans. Emerg. Top. Comput. Intell.","","","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66W6EKMU","journalArticle","2024","Saifudin, Ilham; Widiyaningtyas, Triyanna","Systematic Literature Review on Recommender System: Approach, Problem, Evaluation Techniques, Datasets","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3359274","https://ieeexplore.ieee.org/document/10415424/","","2024","2025-11-12 15:27:02","2025-11-12 15:27:02","2025-11-12 15:27:02","19827-19847","","","12","","IEEE Access","Systematic Literature Review on Recommender System","","","","","","","","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\7WTKZG2P\Saifudin and Widiyaningtyas - 2024 - Systematic Literature Review on Recommender System Approach, Problem, Evaluation Techniques, Datase.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUBJJ93L","journalArticle","2020","Idrissi, Nouhaila; Zellou, Ahmed","A systematic literature review of sparsity issues in recommender systems","Social Network Analysis and Mining","","1869-5450, 1869-5469","10.1007/s13278-020-0626-2","http://link.springer.com/10.1007/s13278-020-0626-2","","2020-12","2025-11-12 15:56:48","2025-11-12 15:56:48","2025-11-12 15:56:48","15","","1","10","","Soc. Netw. Anal. Min.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYF9B82R","journalArticle","2023","Yuan, Hongli; Hernandez, Alexander A.","User Cold Start Problem in Recommendation Systems: A Systematic Review","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3338705","https://ieeexplore.ieee.org/document/10339320/","","2023","2025-11-12 16:01:08","2025-11-12 16:01:08","2025-11-12 16:01:08","136958-136977","","","11","","IEEE Access","User Cold Start Problem in Recommendation Systems","","","","","","","","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\T3YR97V2\Yuan and Hernandez - 2023 - User Cold Start Problem in Recommendation Systems A Systematic Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU9FSBVZ","journalArticle","2024","Vy, Ho Thi Hoang; Pham-Nguyen, Cuong; Nam, Le Nguyen Hoai","Integrating textual reviews into neighbor-based recommender systems","Expert Systems with Applications","","09574174","10.1016/j.eswa.2024.123648","https://linkinghub.elsevier.com/retrieve/pii/S0957417424005141","","2024-09","2025-11-12 16:10:06","2025-11-12 16:10:06","2025-11-12 16:10:06","123648","","","249","","Expert Systems with Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AU2QRJW","journalArticle","2024","Tiwary, Neeraj; Mohd Noah, Shahrul Azman; Fauzi, Fariza; Yee, Tan Siok","A Review of Explainable Recommender Systems Utilizing Knowledge Graphs and Reinforcement Learning","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3422416","https://ieeexplore.ieee.org/document/10583886/","","2024","2025-11-12 16:21:44","2025-11-12 16:21:44","2025-11-12 16:21:44","91999-92019","","","12","","IEEE Access","","","","","","","","","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQFSTW3B","journalArticle","2024","Widiyaningtyas, Triyanna; Ariyanto, Yuri","A systematic review of movie recommender systems","ITEGAM- Journal of Engineering and Technology for Industrial Applications (ITEGAM-JETIA","","24470228","10.5935/jetia.v10i47.1052","https://itegam-jetia.org/journal/index.php/jetia/article/view/1052","","2024","2025-11-12 17:27:42","2025-11-12 17:27:42","2025-11-12 17:27:42","","","47","10","","ITEGAM","","","","","","","","","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\WIGCELJ8\Widiyaningtyas and Ariyanto - 2024 - A systematic review of movie recommender systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
